age,fnlwgt,class
22,219233, <=50K
24,228686, <=50K
33,236818, <=50K
47,117865, <=50K
64,106538, <=50K
62,153891, >50K
52,190909, >50K
39,191002, <=50K
42,89073, <=50K
38,238342, >50K
55,259532, <=50K
29,189282, <=50K
42,132481, <=50K
30,205659, >50K
32,182323, <=50K
36,216256, <=50K
50,166419, <=50K
27,152246, <=50K
47,155659, <=50K
33,155198, <=50K
48,100931, <=50K
23,162945, <=50K
31,334346, >50K
26,181597, <=50K
61,133969, <=50K
50,210217, <=50K
49,169711, >50K
57,300104, >50K
19,271521, <=50K
18,51255, <=50K
44,26669, <=50K
54,194580, <=50K
35,177974, >50K
27,315640, <=50K
50,136913, <=50K
43,230961, <=50K
28,167062, <=50K
47,120131, <=50K
21,243368, <=50K
30,171876, <=50K
19,136866, <=50K
40,316820, <=50K
55,185459, >50K
67,81761, <=50K
31,43716, <=50K
30,220939, <=50K
54,148657, <=50K
51,40808, <=50K
34,183473, <=50K
59,108496, >50K
50,204838, <=50K
29,132686, <=50K
17,117906, <=50K
24,304386, <=50K
52,248113, <=50K
39,165215, >50K
18,215463, <=50K
32,259719, <=50K
25,35829, <=50K
34,248795, <=50K
44,124692, >50K
37,128054, <=50K
39,179731, >50K
32,113543, >50K
23,252153, <=50K
45,45891, <=50K
30,112263, <=50K
20,47791, <=50K
41,202980, <=50K
21,34918, <=50K
48,91251, <=50K
31,132996, >50K
34,306215, <=50K
25,203570, <=50K
41,355918, <=50K
35,198841, >50K
42,282964, <=50K
34,312197, >50K
44,98779, <=50K
32,200246, >50K
25,182771, <=50K
23,199908, <=50K
36,172104, >50K
53,35295, >50K
27,216858, <=50K
27,332187, <=50K
57,255109, <=50K
17,111332, <=50K
59,238431, <=50K
34,131552, <=50K
30,110239, <=50K
31,255830, <=50K
18,175648, <=50K
23,82998, <=50K
19,164320, <=50K
20,263498, <=50K
52,162381, <=50K
39,229651, >50K
27,357348, <=50K
19,269657, <=50K
38,82880, <=50K
19,389755, <=50K
34,195136, >50K
41,207685, <=50K
23,222925, <=50K
24,196388, <=50K
24,50341, <=50K
22,214134, <=50K
45,114032, >50K
45,192053, >50K
48,240231, >50K
42,44402, <=50K
35,191503, <=50K
32,163530, <=50K
51,136823, <=50K
59,121912, >50K
31,58624, <=50K
27,74056, <=50K
29,144259, >50K
57,182028, <=50K
40,209040, <=50K
31,206046, <=50K
23,182494, <=50K
42,185057, <=50K
60,147473, <=50K
53,221722, >50K
20,388811, <=50K
27,221912, <=50K
31,48189, <=50K
29,382272, <=50K
22,48347, <=50K
42,143046, >50K
63,137940, >50K
28,249571, <=50K
79,121318, <=50K
39,224531, >50K
29,185019, <=50K
60,27886, <=50K
58,94741, <=50K
20,107801, <=50K
44,191256, >50K
47,256866, <=50K
59,197148, >50K
37,312271, <=50K
21,118657, <=50K
68,224338, <=50K
43,242488, <=50K
23,234970, <=50K
23,227915, <=50K
40,105717, <=50K
45,160962, <=50K
34,353881, >50K
22,188950, <=50K
38,201328, >50K
24,218678, <=50K
23,184255, <=50K
39,200968, >50K
26,102264, <=50K
24,300584, <=50K
22,208946, <=50K
36,105021, <=50K
20,124751, <=50K
18,274057, <=50K
38,132879, >50K
43,260960, <=50K
56,208415, <=50K
42,356934, >50K
35,154410, >50K
31,35378, <=50K
73,301210, <=50K
32,73621, <=50K
37,108140, >50K
66,217198, <=50K
22,157332, <=50K
51,202956, <=50K
31,173495, <=50K
65,149811, <=50K
39,444219, <=50K
48,125120, <=50K
20,190429, <=50K
28,190303, <=50K
48,248164, >50K
29,208534, <=50K
36,343721, >50K
35,196373, >50K
31,433788, >50K
48,122086, <=50K
36,137314, <=50K
40,33068, <=50K
57,210688, <=50K
26,117833, <=50K
37,103474, <=50K
65,115880, >50K
26,233933, <=50K
42,52781, <=50K
47,586657, >50K
62,113080, <=50K
27,251905, <=50K
76,225964, <=50K
20,194096, <=50K
29,263831, <=50K
29,133136, >50K
32,121634, <=50K
22,40767, <=50K
30,355789, <=50K
43,311914, <=50K
23,91189, <=50K
44,344060, >50K
41,113823, <=50K
49,185800, >50K
30,76107, >50K
23,117618, <=50K
39,238008, <=50K
32,136480, >50K
50,285200, >50K
19,351040, <=50K
35,1226583, >50K
23,195767, <=50K
25,187540, <=50K
40,79372, <=50K
30,226665, >50K
52,213209, >50K
49,211005, <=50K
24,96178, <=50K
46,328216, >50K
39,110713, >50K
45,225456, >50K
62,159908, <=50K
43,118308, >50K
45,180309, <=50K
62,39630, <=50K
48,273828, <=50K
56,172071, <=50K
28,218887, <=50K
23,664670, <=50K
43,209149, <=50K
26,84619, >50K
36,447346, >50K
55,37869, <=50K
48,99086, <=50K
43,143582, <=50K
38,326886, >50K
18,181755, <=50K
56,249368, <=50K
39,326400, <=50K
46,504725, <=50K
36,88967, <=50K
42,170721, <=50K
50,148953, >50K
17,342752, <=50K
57,220871, <=50K
73,29675, <=50K
50,183611, <=50K
35,115215, <=50K
27,152231, <=50K
24,41356, <=50K
27,225142, <=50K
23,121313, <=50K
25,134821, <=50K
51,311350, >50K
26,102106, <=50K
47,427055, <=50K
40,117860, <=50K
58,285885, <=50K
25,212800, <=50K
29,194864, <=50K
36,31438, <=50K
46,148254, <=50K
69,113035, <=50K
69,106595, <=50K
28,144521, <=50K
20,172232, <=50K
54,123592, <=50K
25,191921, <=50K
64,237379, <=50K
17,208463, <=50K
53,68985, <=50K
50,22418, <=50K
57,163047, <=50K
51,153870, <=50K
20,124954, <=50K
47,197702, <=50K
25,166415, <=50K
50,116211, >50K
20,33644, <=50K
43,33331, >50K
46,73019, <=50K
54,169182, <=50K
53,20438, <=50K
21,109869, <=50K
58,316849, <=50K
30,208043, >50K
61,153790, <=50K
56,153451, <=50K
59,96840, <=50K
72,192732, <=50K
33,209101, <=50K
46,146919, >50K
46,192323, >50K
48,217019, <=50K
33,198211, <=50K
21,222490, <=50K
27,106758, <=50K
31,561334, <=50K
28,203710, <=50K
45,203322, <=50K
51,123703, >50K
46,312015, <=50K
25,209428, <=50K
61,230292, >50K
17,114420, <=50K
26,120238, <=50K
35,100375, <=50K
33,42485, <=50K
37,130620, <=50K
39,134367, <=50K
42,147099, <=50K
35,36214, >50K
45,119904, >50K
47,105779, >50K
64,165020, <=50K
39,187098, >50K
43,142030, <=50K
34,241360, <=50K
62,121319, >50K
53,151580, >50K
31,162572, <=50K
26,35917, <=50K
56,35723, >50K
43,194773, <=50K
33,62155, <=50K
45,192203, >50K
46,174370, <=50K
26,161007, <=50K
24,270517, <=50K
43,163847, >50K
40,193882, <=50K
61,160037, <=50K
34,189944, <=50K
85,115364, <=50K
41,163174, <=50K
31,188900, <=50K
22,214399, <=50K
60,156616, <=50K
29,204862, <=50K
34,55921, <=50K
35,172475, <=50K
24,153082, <=50K
45,195418, <=50K
21,276840, <=50K
30,97933, >50K
50,119099, >50K
41,83411, >50K
21,198992, <=50K
45,337825, <=50K
34,192002, >50K
28,189346, <=50K
19,231962, <=50K
26,164488, >50K
48,200471, >50K
69,228921, >50K
41,184846, <=50K
43,233851, <=50K
28,499001, <=50K
65,125768, <=50K
31,255004, <=50K
28,157624, <=50K
51,146767, >50K
45,118291, <=50K
43,313181, <=50K
31,87891, <=50K
31,226443, >50K
45,81132, <=50K
20,216436, <=50K
25,213412, <=50K
36,179358, <=50K
31,369825, <=50K
56,199763, <=50K
26,239390, <=50K
47,173613, <=50K
40,37869, <=50K
32,302845, <=50K
34,85218, <=50K
37,48268, <=50K
38,173968, <=50K
19,70982, <=50K
49,166857, <=50K
18,256191, <=50K
26,162872, <=50K
82,152148, <=50K
40,139193, <=50K
28,791084, <=50K
23,137214, <=50K
19,183258, <=50K
67,154035, <=50K
43,115323, >50K
41,213055, <=50K
37,155064, <=50K
20,33551, <=50K
40,169995, <=50K
47,168262, >50K
40,104196, <=50K
39,114055, <=50K
24,274398, <=50K
78,27979, <=50K
67,244122, <=50K
49,196571, >50K
66,101607, <=50K
52,122109, <=50K
59,255822, <=50K
72,195184, <=50K
35,245372, <=50K
30,169583, >50K
36,224531, <=50K
26,186151, <=50K
23,118693, <=50K
39,297449, >50K
40,125206, <=50K
29,393264, <=50K
38,108140, <=50K
63,264968, <=50K
58,318106, >50K
30,156025, <=50K
38,149455, <=50K
25,359985, <=50K
44,165108, >50K
43,115178, >50K
21,149224, <=50K
41,352056, <=50K
38,174717, >50K
75,173064, <=50K
29,147755, <=50K
52,135716, <=50K
47,44216, <=50K
28,37359, >50K
24,178255, <=50K
30,70617, <=50K
30,154950, >50K
40,356934, >50K
27,271714, <=50K
26,247025, <=50K
32,107417, <=50K
36,116554, <=50K
26,917220, <=50K
25,430084, <=50K
39,202937, <=50K
27,62737, <=50K
24,508548, <=50K
38,275223, >50K
35,381931, <=50K
29,246974, <=50K
49,105431, <=50K
36,146311, <=50K
47,159869, <=50K
21,204641, <=50K
35,66297, >50K
38,227615, <=50K
66,107744, <=50K
45,360393, >50K
19,263340, <=50K
18,141918, <=50K
37,294292, <=50K
49,128736, <=50K
33,511289, >50K
27,302406, >50K
34,101517, <=50K
54,161334, <=50K
24,189148, <=50K
44,103111, >50K
48,51620, <=50K
23,31606, <=50K
29,34292, <=50K
21,107882, <=50K
18,39529, <=50K
18,135315, <=50K
29,107812, <=50K
29,229729, <=50K
41,111891, <=50K
32,340917, <=50K
61,202952, <=50K
79,333230, <=50K
34,114955, <=50K
46,159869, >50K
50,57758, >50K
29,207064, <=50K
23,193090, <=50K
64,151364, <=50K
70,88638, >50K
28,304960, <=50K
51,102828, <=50K
20,210029, <=50K
34,154246, <=50K
29,142519, <=50K
49,104455, <=50K
77,192230, <=50K
32,292592, <=50K
27,330132, >50K
22,51111, <=50K
35,258037, >50K
42,188291, >50K
35,349066, <=50K
62,191188, <=50K
33,133503, <=50K
45,146497, <=50K
19,240468, <=50K
38,175120, <=50K
26,416577, <=50K
29,253814, <=50K
33,159247, >50K
35,102471, <=50K
42,213464, <=50K
20,211968, <=50K
43,32016, >50K
69,512992, <=50K
39,135020, <=50K
37,109133, <=50K
28,142712, <=50K
26,76900, <=50K
32,112176, <=50K
43,262233, >50K
49,122066, <=50K
28,194690, <=50K
35,306678, <=50K
19,217769, <=50K
35,308945, >50K
57,46699, <=50K
45,377757, <=50K
23,220993, <=50K
45,102147, <=50K
42,113770, <=50K
35,139012, <=50K
45,148900, >50K
28,329426, <=50K
64,181408, <=50K
44,101950, <=50K
59,32537, >50K
41,209547, <=50K
21,202373, <=50K
29,151476, <=50K
51,174824, >50K
22,138768, <=50K
49,143482, <=50K
53,200190, >50K
38,168407, <=50K
23,148315, <=50K
20,270517, <=50K
40,53506, <=50K
25,105693, <=50K
27,189589, <=50K
20,164574, <=50K
37,185744, <=50K
40,33155, <=50K
28,215955, >50K
38,233571, <=50K
42,211253, <=50K
32,191385, <=50K
20,137895, <=50K
62,159699, <=50K
31,295922, <=50K
31,175856, <=50K
24,216129, <=50K
62,407669, <=50K
43,214242, >50K
21,285457, <=50K
30,124420, <=50K
22,246386, <=50K
18,142751, <=50K
59,283635, <=50K
24,322931, >50K
49,76482, <=50K
19,431745, <=50K
48,141944, >50K
32,193042, >50K
33,67006, <=50K
23,240398, <=50K
33,182714, >50K
50,172046, >50K
30,185177, <=50K
32,102858, <=50K
39,84954, <=50K
21,115895, <=50K
23,184589, <=50K
32,282611, <=50K
57,218649, <=50K
22,157541, <=50K
70,145419, <=50K
34,122616, >50K
53,204584, <=50K
21,117210, <=50K
37,69481, <=50K
60,148492, >50K
23,106957, >50K
32,29312, >50K
57,120302, <=50K
65,111916, <=50K
25,182227, <=50K
30,219110, <=50K
31,200192, <=50K
19,427862, <=50K
23,33551, <=50K
44,164043, <=50K
43,116632, >50K
42,175133, <=50K
34,289731, <=50K
32,256362, >50K
25,282612, <=50K
21,73679, <=50K
31,237824, <=50K
36,357720, <=50K
49,155489, <=50K
44,138077, <=50K
42,183479, >50K
30,103596, <=50K
33,172304, <=50K
36,313853, >50K
17,294485, <=50K
20,637080, <=50K
32,385959, <=50K
33,116539, <=50K
37,129263, <=50K
60,141253, <=50K
35,35626, <=50K
43,94937, <=50K
46,220269, >50K
29,169544, >50K
36,214604, >50K
27,81540, >50K
50,24013, >50K
22,124940, <=50K
33,313729, <=50K
61,192237, <=50K
28,168524, <=50K
41,113324, >50K
22,215477, <=50K
27,199903, <=50K
25,431861, <=50K
32,105938, <=50K
28,274679, <=50K
25,177499, <=50K
28,206125, <=50K
37,221740, >50K
58,202652, <=50K
39,348960, <=50K
33,171876, <=50K
59,157932, >50K
58,201344, <=50K
38,354739, >50K
34,40067, <=50K
31,326862, <=50K
48,189762, >50K
65,149049, <=50K
45,226246, <=50K
80,29020, >50K
23,38251, <=50K
33,196385, >50K
38,217054, <=50K
44,104973, >50K
48,238959, >50K
40,34218, <=50K
19,292962, <=50K
45,235924, <=50K
34,98656, <=50K
70,102610, <=50K
32,296466, <=50K
33,323069, <=50K
24,184756, <=50K
30,233993, <=50K
22,130724, <=50K
52,181855, >50K
67,127543, <=50K
40,187164, <=50K
55,113912, <=50K
29,216479, <=50K
62,135480, <=50K
22,204160, <=50K
64,114650, <=50K
29,240172, <=50K
28,184831, <=50K
25,124590, <=50K
47,120429, >50K
26,202033, >50K
18,156874, <=50K
52,177727, <=50K
48,334409, >50K
36,311255, <=50K
23,214227, <=50K
41,115849, <=50K
56,671292, >50K
53,31460, <=50K
26,141824, <=50K
22,310152, <=50K
25,179953, <=50K
31,137952, <=50K
36,103323, <=50K
46,174426, <=50K
46,192779, >50K
32,169955, <=50K
43,48087, <=50K
30,132601, >50K
41,253060, >50K
50,108435, >50K
37,210452, <=50K
22,134181, <=50K
51,45487, <=50K
47,183522, >50K
40,199303, <=50K
46,83064, <=50K
23,134997, <=50K
30,44419, <=50K
27,442612, >50K
31,158092, <=50K
31,374833, <=50K
30,112650, <=50K
50,183390, >50K
27,207418, <=50K
22,335453, <=50K
29,243660, >50K
28,54243, <=50K
54,50385, >50K
47,187581, >50K
34,37380, <=50K
26,247025, <=50K
53,29231, <=50K
23,101094, <=50K
42,176716, <=50K
36,118429, <=50K
52,221532, >50K
22,120572, <=50K
27,124680, <=50K
42,153160, <=50K
39,114678, <=50K
49,142856, >50K
36,29702, >50K
20,277700, <=50K
55,67433, <=50K
47,121124, <=50K
33,394447, >50K
36,79649, <=50K
39,203763, <=50K
55,229029, >50K
21,494638, <=50K
48,162816, <=50K
30,109117, <=50K
24,32732, <=50K
57,217692, <=50K
20,34590, <=50K
18,276864, <=50K
56,168625, <=50K
36,91037, >50K
44,171484, >50K
57,200453, >50K
57,36990, <=50K
33,198211, <=50K
61,30475, >50K
39,70995, >50K
28,245790, <=50K
31,273324, <=50K
60,182687, <=50K
36,247807, >50K
58,163113, >50K
50,180522, <=50K
23,203353, <=50K
30,87469, <=50K
20,216563, <=50K
90,87372, >50K
49,173584, <=50K
47,80282, <=50K
34,319854, >50K
37,408229, <=50K
25,431307, <=50K
37,134088, <=50K
47,246396, <=50K
34,159255, >50K
34,106014, <=50K
35,186934, >50K
39,120130, <=50K
32,203849, <=50K
24,207940, <=50K
28,302406, <=50K
41,144594, <=50K
69,171050, <=50K
32,459007, <=50K
58,372181, >50K
47,172034, >50K
41,156566, >50K
35,338320, >50K
24,353696, <=50K
46,342907, >50K
69,169717, >50K
22,103762, <=50K
36,47570, <=50K
31,119432, >50K
23,144165, <=50K
35,180647, <=50K
37,312232, >50K
35,150488, <=50K
18,200876, <=50K
43,188199, <=50K
53,118793, <=50K
54,204325, <=50K
29,256671, <=50K
46,231515, <=50K
24,100669, <=50K
30,88913, <=50K
23,363219, <=50K
27,291547, <=50K
36,308945, <=50K
38,100316, <=50K
33,296453, <=50K
66,298834, <=50K
45,188694, <=50K
68,29240, <=50K
37,186934, >50K
17,154908, <=50K
31,22201, >50K
46,216999, >50K
40,186916, <=50K
34,116677, <=50K
56,95763, <=50K
42,266710, <=50K
46,117849, >50K
30,242460, <=50K
33,202729, >50K
47,181652, <=50K
57,174760, <=50K
34,56121, <=50K
40,390369, <=50K
33,149726, >50K
22,51262, <=50K
29,190350, <=50K
53,205288, >50K
36,154835, <=50K
45,89028, >50K
36,194630, <=50K
18,212207, <=50K
27,204788, <=50K
30,158688, <=50K
34,97723, >50K
36,193026, >50K
36,257250, <=50K
48,355978, <=50K
41,200574, >50K
21,376929, <=50K
47,123219, >50K
41,82778, <=50K
61,115882, <=50K
64,103021, <=50K
35,297767, <=50K
44,259479, <=50K
20,167787, <=50K
23,40021, <=50K
52,245275, <=50K
43,37402, <=50K
32,103608, <=50K
63,137192, <=50K
29,137618, >50K
42,96509, <=50K
65,196174, <=50K
24,172612, <=50K
42,141186, <=50K
35,228190, <=50K
40,190290, >50K
38,307404, <=50K
26,152436, <=50K
46,182541, <=50K
39,282153, <=50K
29,41281, <=50K
42,162003, >50K
36,190759, >50K
26,208122, <=50K
57,173832, >50K
55,129173, <=50K
35,287548, >50K
41,216116, <=50K
24,146706, <=50K
47,285200, <=50K
34,314375, >50K
44,203943, >50K
18,274746, <=50K
27,517000, <=50K
36,66173, <=50K
21,182823, <=50K
29,159479, <=50K
25,135568, <=50K
73,333676, <=50K
45,201699, >50K
28,96020, >50K
43,176138, <=50K
47,47496, <=50K
20,187158, <=50K
22,249727, <=50K
76,237624, <=50K
24,175254, <=50K
54,42924, <=50K
30,205950, >50K
33,111985, <=50K
30,167476, <=50K
40,221172, >50K
27,188711, <=50K
49,199448, <=50K
30,313038, <=50K
22,148431, <=50K
19,112432, <=50K
46,57914, <=50K
51,145166, <=50K
56,247119, <=50K
53,196278, <=50K
60,366531, <=50K
27,216481, <=50K
46,188027, <=50K
37,66686, >50K
41,74775, <=50K
65,325537, >50K
30,250499, >50K
57,192869, <=50K
44,121352, <=50K
32,70985, <=50K
27,123116, <=50K
57,339163, <=50K
59,124771, <=50K
32,167531, >50K
90,77053, <=50K
22,199266, <=50K
39,190728, <=50K
43,99212, >50K
38,421446, >50K
61,215944, <=50K
24,72310, <=50K
25,57512, <=50K
44,89413, <=50K
55,28151, >50K
90,46786, >50K
30,226943, <=50K
44,182402, >50K
36,305352, <=50K
63,189253, >50K
60,296485, <=50K
34,204375, >50K
49,249585, <=50K
47,148995, >50K
42,168071, >50K
53,194995, <=50K
23,211049, <=50K
28,196630, <=50K
20,50397, <=50K
43,177905, <=50K
32,204374, >50K
43,60001, >50K
31,223046, <=50K
29,44921, <=50K
24,154571, <=50K
39,67136, <=50K
29,188675, >50K
20,390817, <=50K
23,145964, <=50K
42,30424, <=50K
53,548361, <=50K
20,189148, <=50K
58,266707, <=50K
51,311569, <=50K
25,187653, <=50K
38,235379, <=50K
41,188615, >50K
58,322691, >50K
25,184698, <=50K
50,144361, <=50K
32,130057, >50K
31,117963, <=50K
22,123876, <=50K
37,248445, <=50K
32,207172, <=50K
46,119904, >50K
62,134768, >50K
40,269168, <=50K
56,132026, >50K
37,60722, >50K
41,648223, <=50K
56,298695, <=50K
20,219835, <=50K
34,313729, >50K
45,140644, >50K
30,203488, >50K
51,132341, >50K
27,161683, <=50K
38,312771, >50K
39,258102, <=50K
57,24127, <=50K
47,254367, >50K
77,185426, <=50K
43,152629, >50K
46,141058, <=50K
41,233130, >50K
20,406641, <=50K
30,119422, <=50K
30,255486, <=50K
22,161532, <=50K
25,75759, >50K
18,163332, <=50K
28,103802, <=50K
50,34832, >50K
28,37933, <=50K
21,165107, <=50K
37,126011, <=50K
28,56651, <=50K
23,522881, <=50K
32,191777, <=50K
27,132686, <=50K
55,201112, <=50K
44,174283, >50K
25,208591, <=50K
29,126399, <=50K
50,142073, <=50K
18,395567, <=50K
74,180455, <=50K
22,235853, <=50K
27,160731, <=50K
27,31935, <=50K
41,35166, >50K
24,161092, >50K
23,223019, <=50K
34,179673, >50K
46,248895, >50K
32,200323, <=50K
41,230020, <=50K
29,134890, >50K
48,162096, <=50K
51,103824, <=50K
34,61431, <=50K
58,197319, >50K
52,183618, <=50K
37,268598, >50K
53,263729, <=50K
54,39493, <=50K
36,185360, <=50K
25,132661, <=50K
20,266400, <=50K
23,433669, <=50K
39,216473, >50K
20,217404, <=50K
28,227778, <=50K
73,96262, <=50K
67,247566, <=50K
56,139616, >50K
32,73585, <=50K
42,37869, <=50K
33,165814, <=50K
37,108913, <=50K
33,34975, <=50K
31,157078, <=50K
59,232672, >50K
21,294295, <=50K
58,130454, >50K
24,461678, <=50K
26,252284, <=50K
26,256737, <=50K
33,96480, <=50K
25,234263, <=50K
21,109952, <=50K
24,262570, <=50K
39,65716, >50K
68,201732, <=50K
66,174788, <=50K
38,278924, <=50K
41,101593, >50K
71,193863, <=50K
37,342768, <=50K
54,242606, >50K
27,176727, <=50K
49,99179, <=50K
19,354104, <=50K
25,61956, <=50K
47,137917, >50K
40,224658, <=50K
38,51100, <=50K
25,224361, <=50K
25,362912, <=50K
23,218782, <=50K
28,103389, <=50K
29,308944, <=50K
32,140092, <=50K
34,202210, <=50K
52,416059, >50K
33,281030, <=50K
19,169758, <=50K
68,193666, >50K
41,139907, <=50K
18,119422, <=50K
29,149324, >50K
40,259307, >50K
51,74160, >50K
49,134797, <=50K
20,41103, <=50K
38,193026, >50K
57,303986, <=50K
35,126569, <=50K
66,166461, <=50K
27,61387, <=50K
25,254746, <=50K
77,28678, >50K
19,180976, <=50K
70,282642, >50K
59,136413, <=50K
25,131463, <=50K
44,177240, >50K
37,218490, >50K
75,260543, <=50K
21,80680, <=50K
21,20728, <=50K
47,117628, >50K
20,91939, <=50K
32,175931, <=50K
28,309566, <=50K
53,123703, <=50K
19,369678, <=50K
58,29928, <=50K
22,167868, <=50K
23,235894, <=50K
21,189888, <=50K
36,111545, <=50K
39,175972, <=50K
34,254270, <=50K
41,185057, <=50K
72,157593, <=50K
34,101345, >50K
51,176751, >50K
32,97723, <=50K
38,127601, >50K
37,227597, <=50K
21,143995, <=50K
21,250051, <=50K
26,284078, <=50K
34,207668, >50K
18,163787, <=50K
27,119170, <=50K
20,188612, <=50K
36,114605, >50K
31,317761, <=50K
32,164197, >50K
54,329266, >50K
34,207383, <=50K
46,123598, >50K
33,259931, <=50K
32,134737, >50K
42,106900, <=50K
30,87054, <=50K
37,82622, >50K
28,181659, <=50K
25,321205, <=50K
44,231348, >50K
40,276096, <=50K
36,290560, <=50K
21,307315, <=50K
39,99156, >50K
24,237928, <=50K
46,153501, <=50K
47,149700, >50K
47,189680, >50K
35,374524, >50K
60,127805, >50K
35,150217, <=50K
33,295649, <=50K
21,197182, <=50K
37,241998, >50K
48,156410, >50K
58,473836, <=50K
21,198431, <=50K
22,113936, <=50K
22,318915, <=50K
28,175406, >50K
33,193172, >50K
23,320294, <=50K
58,400285, >50K
24,283731, <=50K
38,227154, <=50K
49,298659, <=50K
47,212120, >50K
50,320510, >50K
21,175800, <=50K
55,170169, <=50K
47,344157, <=50K
19,199441, <=50K
47,225456, <=50K
36,61178, <=50K
28,175262, <=50K
42,152568, <=50K
41,182108, >50K
46,273771, >50K
32,208291, <=50K
34,224358, <=50K
33,55176, <=50K
60,152711, >50K
53,68684, <=50K
24,185452, <=50K
39,175232, >50K
23,173851, <=50K
50,162327, >50K
36,51424, <=50K
19,123416, <=50K
26,262656, <=50K
38,233194, >50K
41,290660, >50K
22,151105, <=50K
38,179117, >50K
72,33608, >50K
39,317434, <=50K
35,126569, >50K
38,745768, <=50K
19,69927, <=50K
26,302603, <=50K
52,46788, <=50K
41,289886, <=50K
45,179135, <=50K
58,175873, >50K
34,57426, <=50K
36,312206, <=50K
19,344858, <=50K
26,177035, <=50K
60,88055, <=50K
35,111095, <=50K
39,192251, <=50K
27,29807, <=50K
26,211596, <=50K
17,268276, <=50K
59,181070, >50K
53,20676, <=50K
35,115803, <=50K
34,124827, >50K
36,95336, >50K
36,257942, <=50K
21,72593, <=50K
29,147340, <=50K
35,185325, >50K
59,357943, >50K
22,215395, <=50K
50,30682, <=50K
24,29591, <=50K
36,215392, <=50K
31,110554, >50K
42,133584, <=50K
38,210438, <=50K
52,256916, <=50K
46,73541, <=50K
23,109952, <=50K
54,197975, <=50K
27,401723, <=50K
42,179524, <=50K
33,296282, <=50K
19,145844, <=50K
59,191965, <=50K
54,96792, <=50K
48,185041, <=50K
19,233779, <=50K
45,347834, <=50K
36,215373, <=50K
35,169426, <=50K
47,202856, <=50K
33,50276, <=50K
48,187454, <=50K
42,126098, <=50K
19,250639, <=50K
64,195366, <=50K
51,186845, <=50K
20,119156, <=50K
28,162343, <=50K
52,108435, >50K
29,394927, <=50K
51,172281, <=50K
36,370767, <=50K
43,352005, >50K
52,165681, <=50K
50,258819, >50K
25,130793, <=50K
36,118909, <=50K
44,202466, <=50K
47,161558, <=50K
32,188246, <=50K
37,160120, <=50K
40,144594, <=50K
34,123429, <=50K
35,340110, >50K
26,523067, <=50K
